1 2 3
|----|--|------|
|669 |4 |12.148|
|----|--|------|
|670 |4 |8.915 |
|----|--|------|
|671 |4 |10.749|
|----|--|------|
|672 |2 |9.719 |
|----|--|------|
|673 |4 |10.502|
|----|--|------|
|674 |2 |10.726|
|----|--|------|
|675 |3 |10.115|
|----|--|------|
|676 |3 |9.939 |
|----|--|------|
|677 |4 |10.490|
|----|--|------|
|678 |2 |10.266|
|----|--|------|
|679 |2 |10.194|
|----|--|------|
|680 |4 |9.253 |
|----|--|------|
|681 |3 |10.907|
|----|--|------|
|682 |3 |12.484|
|----|--|------|
|683 |4 |10.403|
|----|--|------|
|684 |2 |11.266|
|----|--|------|
|685 |4 |11.458|
|----|--|------|
|686 |2 |9.037 |
|----|--|------|
|687 |2 |9.546 |
|----|--|------|
|688 |2 |11.266|
|----|--|------|
|689 |2 |8.678 |
|----|--|------|
|690 |4 |11.449|
|----|--|------|
|691 |4 |10.447|
|----|--|------|
|692 |4 |11.642|
|----|--|------|
|693 |4 |10.742|
|----|--|------|
|694 |4 |8.998 |
|----|--|------|
|695 |3 |12.923|
|----|--|------|
|696 |4 |9.327 |
|----|--|------|
|697 |2 |9.373 |
|----|--|------|
|698 |2 |9.743 |
|----|--|------|
|699 |2 |11.899|
|----|--|------|
|700 |4 |10.608|
|----|--|------|
|701 |2 |10.192|
|----|--|------|
|702 |2 |10.311|
|----|--|------|
|703 |2 |9.900 |
|----|--|------|
|704 |2 |10.723|
|----|--|------|
|705 |3 |8.759 |
|----|--|------|
|706 |2 |11.950|
|----|--|------|
|707 |2 |10.440|
|----|--|------|
|708 |2 |9.495 |
|----|--|------|
|709 |3 |11.447|
|----|--|------|
|710 |2 |8.608 |
|----|--|------|
|711 |2 |9.316 |
|----|--|------|
|712 |4 |9.290 |
|----|--|------|
|713 |2 |9.315 |
|----|--|------|
|714 |2 |11.069|
|----|--|------|
|715 |2 |9.102 |
|----|--|------|
|716 |2 |11.188|
|----|--|------|
|717 |3 |11.891|
|----|--|------|
|718 |2 |11.153|
|----|--|------|
|719 |2 |10.594|
|----|--|------|
|720 |2 |10.207|
|----|--|------|
|721 |3 |11.403|
|----|--|------|
|722 |3 |10.778|
|----|--|------|
|723 |3 |12.191|
|----|--|------|
|724 |3 |12.308|
|----|--|------|
|725 |3 |11.834|
|----|--|------|
|726 |3 |10.205|
|----|--|------|
|727 |2 |8.617 |
|----|--|------|
|728 |2 |12.500|
|----|--|------|
|729 |2 |10.648|
|----|--|------|
|730 |2 |11.639|
|----|--|------|
|731 |3 |12.079|
|----|--|------|
|732 |2 |9.545 |
|----|--|------|
|733 |2 |10.521|
|----|--|------|
|734 |4 |8.507 |
|----|--|------|
|735 |2 |10.677|
|----|--|------|
|736 |4 |10.237|
|----|--|------|
|737 |3 |10.761|
|----|--|------|
|738 |2 |12.309|
|----|--|------|
|739 |2 |10.257|
|----|--|------|
|740 |2 |12.712|
|----|--|------|
|741 |2 |10.372|
|----|--|------|
|742 |3 |13.402|
|----|--|------|
|743 |4 |11.046|
|----|--|------|
|744 |2 |11.627|
|----|--|------|
|745 |2 |9.997 |
|----|--|------|
|746 |2 |11.831|
|----|--|------|
|747 |2 |9.403 |
|----|--|------|
|748 |2 |10.598|
|----|--|------|
|749 |2 |11.940|
|----|--|------|
|750 |2 |10.769|
|----|--|------|
|751 |3 |8.901 |
|----|--|------|
|752 |4 |10.420|
|----|--|------|
|753 |3 |11.903|
|----|--|------|
|754 |3 |10.428|
|----|--|------|
|755 |3 |11.895|
|----|--|------|
|756 |2 |11.090|
|----|--|------|
|757 |4 |8.516 |
|----|--|------|
|758 |2 |10.133|
|----|--|------|
|759 |2 |10.048|
|----|--|------|
|760 |3 |10.478|
|----|--|------|
|761 |2 |9.162 |
|----|--|------|
|762 |4 |10.554|
|----|--|------|
|763 |2 |11.273|
|----|--|------|
|764 |3 |9.413 |
|----|--|------|
|765 |2 |8.448 |
|----|--|------|
|766 |2 |10.115|
|----|--|------|
|767 |3 |12.040|
|----|--|------|
|768 |4 |9.896 |
|----|--|------|
|769 |2 |9.960 |
|----|--|------|
|770 |2 |10.779|
|----|--|------|
|771 |3 |12.253|
|----|--|------|
|772 |3 |10.975|
|----|--|------|
|773 |2 |11.453|
|----|--|------|
|774 |4 |11.331|
|----|--|------|
|775 |3 |9.685 |
|----|--|------|
|776 |4 |10.214|
|----|--|------|
|777 |2 |11.138|
|----|--|------|
|778 |2 |9.986 |
|----|--|------|
|779 |3 |12.190|
|----|--|------|
|780 |2 |10.413|
|----|--|------|
|781 |2 |10.419|
|----|--|------|
|782 |2 |10.486|
|----|--|------|
|783 |2 |11.139|
|----|--|------|
|784 |2 |10.642|
|----|--|------|
|785 |2 |8.762 |
|----|--|------|
|786 |3 |11.285|
|----|--|------|
|787 |2 |9.956 |
|----|--|------|
|788 |4 |9.890 |
|----|--|------|
|789 |4 |11.079|
|----|--|------|
|790 |2 |9.613 |
|----|--|------|
|791 |4 |9.918 |
|----|--|------|
|792 |2 |10.163|
|----|--|------|
|793 |4 |12.046|
|----|--|------|
|794 |4 |13.005|
|----|--|------|
|795 |2 |10.671|
|----|--|------|
|796 |2 |10.270|
|----|--|------|
|797 |3 |11.840|
|----|--|------|
|798 |2 |10.360|
|----|--|------|
|799 |3 |11.420|
|----|--|------|
|800 |2 |10.863|
|----|--|------|
|801 |2 |9.114 |
|----|--|------|
|802 |3 |10.861|
|----|--|------|
|803 |2 |8.897 |
|----|--|------|
|804 |2 |9.557 |
|----|--|------|
|805 |3 |9.912 |
|----|--|------|
|806 |2 |10.795|
|----|--|------|
|807 |2 |9.384 |
|----|--|------|
|808 |4 |10.111|
|----|--|------|
|809 |2 |11.064|
|----|--|------|
|810 |3 |9.840 |
|----|--|------|
|811 |2 |10.847|
|----|--|------|
|812 |2 |11.271|
|----|--|------|
|813 |2 |10.058|
|----|--|------|
|814 |4 |12.694|
|----|--|------|
|815 |2 |10.289|
|----|--|------|
|816 |3 |10.332|
|----|--|------|
|817 |2 |9.908 |
|----|--|------|
|818 |2 |10.662|
|----|--|------|
|819 |4 |11.577|
|----|--|------|
|820 |2 |9.563 |
|----|--|------|
|821 |4 |14.803|
|----|--|------|
|822 |2 |10.516|
|----|--|------|
|823 |4 |9.470 |
|----|--|------|
|824 |3 |9.681 |
|----|--|------|
|825 |2 |10.299|
|----|--|------|
|826 |2 |11.239|
|----|--|------|
|827 |2 |9.256 |
|----|--|------|
|828 |2 |10.261|
|----|--|------|
|829 |4 |10.692|
|----|--|------|
|830 |3 |10.001|
|----|--|------|
|831 |2 |8.006 |
|----|--|------|
|832 |4 |11.275|
|----|--|------|
|833 |4 |11.553|
|----|--|------|
|834 |4 |9.978 |
|----|--|------|
|835 |4 |10.958|
|----|--|------|
|836 |3 |9.634 |
|----|--|------|
|837 |2 |9.328 |
|----|--|------|
|838 |4 |8.937 |
|----|--|------|
|839 |2 |9.069 |
|----|--|------|
|840 |4 |8.499 |
|----|--|------|
|841 |2 |9.664 |
|----|--|------|
|842 |2 |11.543|
|----|--|------|
|843 |4 |11.147|
|----|--|------|
|844 |3 |9.542 |
|----|--|------|
|845 |2 |9.303 |
|----|--|------|
|846 |2 |10.168|
|----|--|------|
|847 |2 |11.318|
|----|--|------|
|848 |4 |10.193|
|----|--|------|
|849 |2 |11.574|
|----|--|------|
|850 |2 |8.760 |
|----|--|------|
|851 |2 |8.307 |
|----|--|------|
|852 |4 |10.776|
|----|--|------|
|853 |2 |10.748|
|----|--|------|
|854 |2 |9.868 |
|----|--|------|
|855 |4 |8.857 |
|----|--|------|
|856 |2 |9.740 |
|----|--|------|
|857 |4 |10.934|
|----|--|------|
|858 |2 |10.238|
|----|--|------|
|859 |2 |9.129 |
|----|--|------|
|860 |3 |10.441|
|----|--|------|
|861 |2 |8.987 |
|----|--|------|
|862 |2 |9.793 |
|----|--|------|
|863 |4 |10.490|
|----|--|------|
|864 |2 |9.256 |
|----|--|------|
|865 |2 |9.751 |
|----|--|------|
|866 |3 |9.844 |
|----|--|------|
|867 |2 |11.796|
|----|--|------|
|868 |2 |11.006|
|----|--|------|
|869 |2 |10.033|
|----|--|------|
|870 |3 |10.069|
|----|--|------|
|871 |4 |11.638|
|----|--|------|
|872 |2 |10.440|
|----|--|------|
|873 |2 |9.671 |
|----|--|------|
|874 |4 |11.445|
|----|--|------|
|875 |4 |9.437 |
|----|--|------|
|876 |4 |10.255|
|----|--|------|
|877 |4 |9.016 |
|----|--|------|
|878 |3 |13.243|
|----|--|------|
|879 |4 |12.176|
|----|--|------|
|880 |3 |11.152|
|----|--|------|
|881 |2 |10.804|
|----|--|------|
|882 |2 |10.907|
|----|--|------|
|883 |4 |12.074|
|----|--|------|
|884 |3 |12.273|
|----|--|------|
|885 |2 |9.729 |
|----|--|------|
|886 |2 |9.397 |
|----|--|------|
|887 |4 |10.517|
|----|--|------|
|888 |2 |10.788|
|----|--|------|
|889 |2 |7.372 |
|----|--|------|
|890 |2 |9.689 |
|----|--|------|
|891 |4 |10.596|
|----|--|------|
|892 |2 |9.187 |
|----|--|------|
|893 |2 |10.608|
|----|--|------|
|894 |4 |8.782 |
|----|--|------|
|895 |3 |10.034|
|----|--|------|
|896 |4 |9.918 |
|----|--|------|
|897 |2 |8.865 |
|----|--|------|
|898 |3 |9.635 |
|----|--|------|
|899 |2 |10.458|
|----|--|------|
|900 |3 |10.933|
|----|--|------|
|901 |4 |9.059 |
|----|--|------|
|902 |2 |9.657 |
|----|--|------|
|903 |4 |10.979|
|----|--|------|
|904 |3 |10.722|
|----|--|------|
|905 |4 |11.275|
|----|--|------|
|906 |4 |11.504|
|----|--|------|
|907 |3 |11.359|
|----|--|------|
|908 |3 |11.170|
|----|--|------|
|909 |2 |10.876|
|----|--|------|
|910 |4 |10.152|
|----|--|------|
|911 |4 |13.454|
|----|--|------|
|912 |2 |10.250|
|----|--|------|
|913 |3 |8.799 |
|----|--|------|
|914 |2 |8.985 |
|----|--|------|
|915 |2 |10.925|
|----|--|------|
|916 |2 |9.749 |
|----|--|------|
|917 |2 |10.170|
|----|--|------|
|918 |3 |12.445|
|----|--|------|
|919 |2 |9.518 |
|----|--|------|
|920 |3 |12.973|
|----|--|------|
|921 |2 |11.402|
|----|--|------|
|922 |2 |9.518 |
|----|--|------|
|923 |2 |10.933|
|----|--|------|
|924 |2 |8.681 |
|----|--|------|
|925 |3 |10.598|
|----|--|------|
|926 |3 |11.307|
|----|--|------|
|927 |2 |9.939 |
|----|--|------|
|928 |2 |11.249|
|----|--|------|
|929 |3 |9.035 |
|----|--|------|
|930 |2 |11.959|
|----|--|------|
|931 |2 |10.778|
|----|--|------|
|932 |2 |9.916 |
|----|--|------|
|933 |2 |9.855 |
|----|--|------|
|934 |4 |10.062|
|----|--|------|
|935 |2 |10.377|
|----|--|------|
|936 |4 |10.312|
|----|--|------|
|937 |4 |9.228 |
|----|--|------|
|938 |3 |11.785|
|----|--|------|
|939 |2 |10.366|
|----|--|------|
|940 |2 |9.423 |
|----|--|------|
|941 |2 |11.393|
|----|--|------|
|942 |4 |10.475|
|----|--|------|
|943 |3 |9.802 |
|----|--|------|
|944 |4 |9.617 |
|----|--|------|
|945 |2 |10.009|
|----|--|------|
|946 |2 |9.319 |
|----|--|------|
|947 |2 |9.747 |
|----|--|------|
|948 |2 |10.361|
|----|--|------|
|949 |4 |11.443|
|----|--|------|
|950 |2 |11.059|
|----|--|------|
|951 |3 |9.960 |
|----|--|------|
|952 |3 |10.792|
|----|--|------|
|953 |3 |11.531|
|----|--|------|
|954 |2 |11.651|
|----|--|------|
|955 |3 |10.339|
|----|--|------|
|956 |3 |10.450|
|----|--|------|
|957 |2 |9.419 |
|----|--|------|
|958 |4 |12.768|
|----|--|------|
|959 |4 |10.809|
|----|--|------|
|960 |3 |10.008|
|----|--|------|
|961 |2 |11.559|
|----|--|------|
|962 |4 |11.207|
|----|--|------|
|963 |3 |11.565|
|----|--|------|
|964 |2 |10.929|
|----|--|------|
|965 |2 |8.915 |
|----|--|------|
|966 |2 |8.409 |
|----|--|------|
|967 |2 |9.569 |
|----|--|------|
|968 |2 |9.370 |
|----|--|------|
|969 |2 |11.475|
|----|--|------|
|970 |2 |9.595 |
|----|--|------|
|971 |2 |11.093|
|----|--|------|
|972 |3 |10.055|
|----|--|------|
|973 |2 |10.840|
|----|--|------|
|974 |2 |10.381|
|----|--|------|
|975 |2 |11.930|
|----|--|------|
|976 |2 |9.354 |
|----|--|------|
|977 |3 |11.142|
|----|--|------|
|978 |3 |11.529|
|----|--|------|
|979 |3 |11.564|
|----|--|------|
|980 |3 |8.449 |
|----|--|------|
|981 |3 |10.306|
|----|--|------|
|982 |2 |8.857 |
|----|--|------|
|983 |2 |12.063|
|----|--|------|
|984 |2 |8.234 |
|----|--|------|
|985 |2 |9.322 |
|----|--|------|
|986 |2 |11.432|
|----|--|------|
|987 |2 |9.903 |
|----|--|------|
|988 |2 |10.216|
|----|--|------|
|989 |2 |10.461|
|----|--|------|
|990 |3 |12.892|
|----|--|------|
|991 |2 |11.237|
|----|--|------|
|992 |4 |8.770 |
|----|--|------|
|993 |2 |10.979|
|----|--|------|
|994 |2 |10.977|
|----|--|------|
|995 |4 |11.323|
|----|--|------|
|996 |4 |12.244|
|----|--|------|
|997 |3 |8.994 |
|----|--|------|
|998 |2 |9.127 |
|----|--|------|
|999 |4 |10.495|
|----|--|------|
|1000|3 |12.184|
|----|--|------|
|1001|2 |9.835 |
|----|--|------|
|1002|3 |10.707|
|----|--|------|
|1003|3 |10.190|
|----|--|------|
|1004|2 |10.077|
|----|--|------|
|1005|2 |9.551 |
|----|--|------|
|1006|2 |9.316 |
|----|--|------|
|1007|3 |9.975 |
|----|--|------|
|1008|2 |13.122|
|----|--|------|
|1009|2 |9.326 |
|----|--|------|
|1010|2 |12.434|
|----|--|------|
|1011|1 |9.923 |
|----|--|------|
|1012|4 |13.068|
|----|--|------|
|1013|4 |10.576|
|----|--|------|
|1014|2 |11.600|
|----|--|------|
|1015|2 |11.157|
|----|--|------|
|1016|4 |11.669|
|----|--|------|
|1017|2 |8.962 |
|----|--|------|
|1018|3 |11.417|
|----|--|------|
|1019|2 |10.832|
|----|--|------|
|1020|3 |11.052|
|----|--|------|
|1021|2 |10.434|
|----|--|------|
|1022|2 |8.569 |
|----|--|------|
|1023|4 |9.753 |
|----|--|------|
|1024|3 |9.790 |
|----|--|------|
|1025|2 |10.632|
|----|--|------|
|1026|3 |11.544|
|----|--|------|
|1027|4 |10.098|
|----|--|------|
|1028|2 |11.266|
|----|--|------|
|1029|4 |10.492|
|----|--|------|
|1030|2 |9.742 |
|----|--|------|
|1031|2 |11.553|
|----|--|------|
|1032|3 |9.962 |
|----|--|------|
|1033|3 |10.782|
|----|--|------|
|1034|4 |8.187 |
|----|--|------|
|1035|2 |9.755 |
|----|--|------|
|1036|4 |9.805 |
|----|--|------|
|1037|4 |10.852|
|----|--|------|
|1038|2 |11.457|
|----|--|------|
|1039|2 |10.569|
|----|--|------|
|1040|4 |11.158|
|----|--|------|
|1041|3 |9.655 |
|----|--|------|
|1042|4 |9.731 |
|----|--|------|
|1043|2 |10.332|
|----|--|------|
|1044|2 |9.560 |
|----|--|------|
|1045|2 |8.501 |
|----|--|------|
|1046|2 |11.832|
|----|--|------|
|1047|4 |10.712|
|----|--|------|
|1048|2 |10.295|
|----|--|------|
|1049|4 |11.293|
|----|--|------|
|1050|3 |10.480|
|----|--|------|
|1051|2 |10.873|
|----|--|------|
|1052|2 |10.295|
|----|--|------|
|1053|3 |10.560|
|----|--|------|
|1054|2 |8.679 |
|----|--|------|
|1055|2 |9.381 |
|----|--|------|
|1056|2 |8.452 |
|----|--|------|
|1057|4 |11.342|
|----|--|------|
|1058|4 |10.078|
|----|--|------|
|1059|2 |11.140|
|----|--|------|
|1060|2 |9.830 |
|----|--|------|
|1061|2 |9.649 |
|----|--|------|
|1062|2 |9.165 |
|----|--|------|
|1063|2 |11.335|
|----|--|------|
|1064|2 |12.057|
|----|--|------|
|1065|4 |10.327|
|----|--|------|
|1066|2 |10.647|
|----|--|------|
|1067|2 |11.008|
|----|--|------|
|1068|4 |8.572 |
|----|--|------|
|1069|3 |9.202 |
|----|--|------|
|1070|2 |10.561|
|----|--|------|
|1071|2 |12.088|
|----|--|------|
|1072|2 |10.901|
|----|--|------|
|1073|2 |11.070|
|----|--|------|
|1074|4 |10.493|
|----|--|------|
|1075|2 |9.596 |
|----|--|------|
|1076|4 |11.063|
|----|--|------|
|1077|2 |13.843|
|----|--|------|
|1078|2 |10.786|
|----|--|------|
|1079|3 |11.575|
|----|--|------|
|1080|2 |12.020|
|----|--|------|
|1081|2 |11.289|
|----|--|------|
|1082|3 |7.804 |
|----|--|------|
|1083|3 |10.975|
|----|--|------|
|1084|3 |9.905 |
|----|--|------|
|1085|2 |9.844 |
|----|--|------|
|1086|2 |9.821 |
|----|--|------|
|1087|3 |10.344|
|----|--|------|
|1088|2 |9.064 |
|----|--|------|
|1089|3 |10.606|
|----|--|------|
|1090|3 |10.331|
|----|--|------|
|1091|4 |9.917 |
|----|--|------|
|1092|4 |9.039 |
|----|--|------|
|1093|2 |11.099|
|----|--|------|
|1094|4 |11.697|
|----|--|------|
|1095|4 |10.212|
|----|--|------|
|1096|2 |11.005|
|----|--|------|
|1097|2 |11.862|
|----|--|------|
|1098|4 |11.005|
|----|--|------|
|1099|2 |11.457|
|----|--|------|
|1100|2 |10.271|
|----|--|------|
|1101|2 |12.464|
|----|--|------|
|1102|3 |13.342|
|----|--|------|
|1103|2 |11.064|
|----|--|------|
|1104|2 |10.297|
|----|--|------|
|1105|2 |9.869 |
|----|--|------|
|1106|4 |9.775 |
|----|--|------|
|1107|3 |11.840|
|----|--|------|
|1108|4 |10.728|
|----|--|------|
|1109|3 |10.559|
|----|--|------|
|1110|4 |10.265|
|----|--|------|
|1111|2 |9.749 |
|----|--|------|
|1112|3 |11.833|
|----|--|------|
|1113|2 |10.447|
|----|--|------|
|1114|2 |10.901|
|----|--|------|
|1115|2 |9.199 |
|----|--|------|
|1116|3 |10.468|
|----|--|------|
|1117|2 |9.602 |
|----|--|------|
|1118|2 |10.317|
|----|--|------|
|1119|2 |11.658|
|----|--|------|
|1120|4 |10.355|
|----|--|------|
|1121|2 |10.429|
|----|--|------|
|1122|4 |10.654|
|----|--|------|
|1123|3 |10.960|
|----|--|------|
|1124|2 |11.587|
|----|--|------|
|1125|2 |10.408|
|----|--|------|
|1126|2 |9.694 |
|----|--|------|
|1127|2 |9.332 |
|----|--|------|
|1128|2 |8.883 |
|----|--|------|
|1129|3 |10.161|
|----|--|------|
|1130|2 |8.976 |
|----|--|------|
|1131|2 |11.103|
|----|--|------|
|1132|2 |8.464 |
|----|--|------|
|1133|2 |9.109 |
|----|--|------|
|1134|4 |10.140|
|----|--|------|
|1135|4 |11.026|
|----|--|------|
|1136|2 |11.017|
|----|--|------|
|1137|2 |11.093|
|----|--|------|
|1138|2 |11.514|
|----|--|------|
|1139|2 |11.699|
|----|--|------|
|1140|2 |9.966 |
|----|--|------|
|1141|4 |11.238|
|----|--|------|
|1142|2 |9.593 |
|----|--|------|
|1143|2 |10.059|
|----|--|------|
|1144|3 |8.163 |
|----|--|------|
|1145|2 |12.057|
|----|--|------|
|1146|2 |10.769|
|----|--|------|
|1147|2 |10.437|
|----|--|------|
|1148|2 |9.553 |
|----|--|------|
|1149|2 |9.567 |
|----|--|------|
|1150|2 |9.781 |
|----|--|------|
|1151|2 |8.970 |
|----|--|------|
|1152|2 |8.977 |
|----|--|------|
|1153|4 |11.462|
|----|--|------|
|1154|2 |9.401 |
|----|--|------|
|1155|4 |8.443 |
|----|--|------|
|1156|2 |10.118|
|----|--|------|
|1157|2 |10.491|
|----|--|------|
|1158|2 |9.884 |
|----|--|------|
|1159|2 |12.030|
|----|--|------|
|1160|4 |9.427 |
|----|--|------|
|1161|2 |12.030|
|----|--|------|
|1162|3 |9.346 |
|----|--|------|
|1163|2 |11.236|
|----|--|------|
|1164|3 |10.629|
|----|--|------|
|1165|4 |11.676|
|----|--|------|
|1166|2 |10.910|
|----|--|------|
|1167|2 |11.923|
|----|--|------|
|1168|2 |10.365|
|----|--|------|
|1169|2 |10.560|
|----|--|------|
|1170|2 |11.033|
|----|--|------|
|1171|3 |9.915 |
|----|--|------|
|1172|2 |9.970 |
|----|--|------|
|1173|2 |10.553|
|----|--|------|
|1174|3 |10.384|
|----|--|------|
|1175|4 |11.275|
|----|--|------|
|1176|4 |10.928|
|----|--|------|
|1177|2 |11.341|
|----|--|------|
|1178|2 |7.928 |
|----|--|------|
|1179|3 |10.069|
|----|--|------|
|1180|2 |10.211|
|----|--|------|
|1181|3 |11.401|
|----|--|------|
|1182|2 |10.759|
|----|--|------|
|1183|4 |11.360|
|----|--|------|
|1184|4 |9.637 |
|----|--|------|
|1185|3 |10.864|
|----|--|------|
|1186|3 |10.013|
|----|--|------|
|1187|2 |12.201|
|----|--|------|
|1188|2 |9.274 |
|----|--|------|
|1189|2 |9.384 |
|----|--|------|
|1190|4 |10.725|
|----|--|------|
|1191|3 |12.703|
|----|--|------|
|1192|2 |10.654|
|----|--|------|
|1193|3 |9.935 |
|----|--|------|
|1194|3 |10.096|
|----|--|------|
|1195|4 |10.357|
|----|--|------|
|1196|2 |11.302|
|----|--|------|
|1197|3 |11.131|
|----|--|------|
|1198|3 |11.370|
|----|--|------|
|1199|2 |9.751 |
|----|--|------|
|1200|2 |9.770 |
|----|--|------|
|1201|2 |10.797|
|----|--|------|
|1202|3 |8.403 |
|----|--|------|
|1203|4 |12.041|
|----|--|------|
|1204|4 |11.956|
|----|--|------|
|1205|2 |8.582 |
|----|--|------|
|1206|3 |10.966|
|----|--|------|
|1207|4 |9.629 |
|----|--|------|
|1208|2 |10.475|
|----|--|------|
|1209|3 |10.403|
|----|--|------|
|1210|4 |8.613 |
|----|--|------|
|1211|2 |11.180|
|----|--|------|
|1212|4 |9.081 |
|----|--|------|
|1213|4 |9.148 |
|----|--|------|
|1214|2 |10.096|
|----|--|------|
|1215|3 |10.128|
|----|--|------|
|1216|2 |9.882 |
|----|--|------|
|1217|2 |10.423|
|----|--|------|
|1218|2 |10.209|
|----|--|------|
|1219|4 |8.159 |
|----|--|------|
|1220|2 |7.987 |
|----|--|------|
|1221|4 |10.294|
|----|--|------|
|1222|3 |11.676|
|----|--|------|
|1223|2 |10.663|
|----|--|------|
|1224|2 |11.273|
|----|--|------|
|1225|4 |10.148|
|----|--|------|
|1226|2 |11.798|
|----|--|------|
|1227|4 |9.517 |
|----|--|------|
|1228|2 |10.866|
|----|--|------|
|1229|2 |9.230 |
|----|--|------|
|1230|2 |9.263 |
|----|--|------|
|1231|2 |9.707 |
|----|--|------|
|1232|4 |10.435|
|----|--|------|
|1233|2 |11.584|
|----|--|------|
|1234|2 |10.241|
|----|--|------|
|1235|2 |11.728|
|----|--|------|
|1236|2 |10.241|
|----|--|------|
|1237|2 |11.358|
|----|--|------|
|1238|2 |10.048|
|----|--|------|
|1239|2 |10.789|
|----|--|------|
|1240|2 |10.876|
|----|--|------|
|1241|3 |13.650|
|----|--|------|
|1242|2 |12.067|
|----|--|------|
|1243|4 |10.129|
|----|--|------|
|1244|2 |9.731 |
|----|--|------|
|1245|2 |10.407|
|----|--|------|
|1246|2 |10.684|
|----|--|------|
|1247|4 |8.294 |
|----|--|------|
|1248|2 |10.637|
|----|--|------|
|1249|2 |10.735|
|----|--|------|
|1250|4 |11.059|
|----|--|------|
|1251|4 |10.148|
|----|--|------|
|1252|2 |12.349|
|----|--|------|
|1253|3 |10.709|
|----|--|------|
|1254|4 |10.671|
|----|--|------|
|1255|2 |9.038 |
|----|--|------|
|1256|2 |11.868|
|----|--|------|
|1257|4 |11.252|
|----|--|------|
|1258|2 |8.928 |
|----|--|------|
|1259|2 |9.317 |
|----|--|------|
|1260|2 |10.441|
|----|--|------|
|1261|3 |11.194|
|----|--|------|
|1262|4 |9.147 |
|----|--|------|
|1263|2 |10.340|
|----|--|------|
|1264|3 |10.650|
|----|--|------|
|1265|2 |9.334 |
|----|--|------|
|1266|2 |10.701|
|----|--|------|
|1267|2 |10.016|
|----|--|------|
|1268|2 |11.321|
|----|--|------|
|1269|4 |9.983 |
|----|--|------|
|1270|2 |10.712|
|----|--|------|
|1271|3 |11.891|
|----|--|------|
|1272|2 |9.199 |
|----|--|------|
|1273|2 |10.408|
|----|--|------|
|1274|4 |12.090|
|----|--|------|
|1275|3 |10.290|
|----|--|------|
|1276|4 |12.377|
|----|--|------|
|1277|2 |11.211|
|----|--|------|
|1278|2 |10.289|
|----|--|------|
|1279|2 |10.928|
|----|--|------|
|1280|2 |11.034|
|----|--|------|
|1281|3 |10.320|
|----|--|------|
|1282|2 |9.319 |
|----|--|------|
|1283|3 |10.173|
|----|--|------|
|1284|2 |9.331 |
|----|--|------|
|1285|3 |12.658|
|----|--|------|
|1286|4 |10.368|
|----|--|------|
|1287|2 |9.577 |
|----|--|------|
|1288|2 |10.063|
|----|--|------|
|1289|3 |11.091|
|----|--|------|
|1290|2 |10.850|
|----|--|------|
|1291|3 |9.474 |
|----|--|------|
|1292|2 |10.805|
|----|--|------|
|1293|2 |9.952 |
|----|--|------|
|1294|4 |11.630|
|----|--|------|
|1295|4 |9.985 |
|----|--|------|
|1296|2 |9.352 |
|----|--|------|
|1297|2 |10.147|
|----|--|------|
|1298|2 |10.039|
|----|--|------|
|1299|2 |10.530|
|----|--|------|
|1300|2 |10.257|
|----|--|------|
|1301|2 |11.738|
|----|--|------|
|1302|2 |10.103|
|----|--|------|
|1303|4 |10.585|
|----|--|------|
|1304|2 |9.359 |
|----|--|------|
|1305|2 |10.817|
|----|--|------|
|1306|2 |9.620 |
|----|--|------|
|1307|2 |10.083|
|----|--|------|
|1308|3 |10.593|
|----|--|------|
|1309|4 |11.386|
|----|--|------|
|1310|2 |9.116 |
|----|--|------|
|1311|4 |12.151|
|----|--|------|
|1312|4 |10.513|
|----|--|------|
|1313|2 |10.796|
|----|--|------|
|1314|2 |9.148 |
|----|--|------|
|1315|2 |12.461|
|----|--|------|
|1316|3 |11.174|
|----|--|------|
|1317|2 |10.790|
|----|--|------|
|1318|2 |11.963|
|----|--|------|
|1319|2 |10.134|
|----|--|------|
|1320|2 |9.287 |
|----|--|------|
|1321|2 |9.737 |
|----|--|------|
|1322|4 |10.882|
|----|--|------|
|1323|4 |10.590|
|----|--|------|
|1324|2 |8.993 |
|----|--|------|
|1325|4 |11.972|
|----|--|------|
|1326|2 |10.956|
|----|--|------|
|1327|2 |9.612 |
|----|--|------|
|1328|2 |9.790 |
|----|--|------|
|1329|4 |9.569 |
|----|--|------|
|1330|3 |10.229|
|----|--|------|
|1331|2 |11.518|
|----|--|------|
|1332|3 |10.303|
|----|--|------|
|1333|4 |10.450|
|----|--|------|
|1334|4 |9.823 |
|----|--|------|
|1335|3 |10.787|
|----|--|------|
|1336|3 |10.450|
|----|--|------|
|1337|2 |9.094 |
|----|--|------|
|1338|2 |9.650 |
|----|--|------|
|1339|3 |10.845|
|----|--|------|
|1340|3 |11.130|
|----|--|------|
|1341|2 |8.982 |
|----|--|------|
|1342|2 |9.942 |
|----|--|------|
|1343|2 |12.548|
|----|--|------|
|1344|3 |11.113|
|----|--|------|
|1345|4 |9.218 |
|----|--|------|
|1346|2 |11.986|
|----|--|------|
|1347|2 |7.676 |
|----|--|------|
|1348|2 |8.568 |
|----|--|------|
|1349|2 |8.838 |
|----|--|------|
|1350|2 |10.548|
|----|--|------|
|1351|2 |10.524|
|----|--|------|
|1352|2 |9.921 |
|----|--|------|
|1353|2 |10.626|
|----|--|------|
|1354|2 |11.146|
|----|--|------|
|1355|2 |10.428|
|----|--|------|
|1356|2 |12.830|
