1 2 3
|----|--|------|
|1357|4 |11.145|
|----|--|------|
|1358|4 |9.719 |
|----|--|------|
|1359|3 |12.262|
|----|--|------|
|1360|2 |11.698|
|----|--|------|
|1361|4 |11.100|
|----|--|------|
|1362|4 |10.384|
|----|--|------|
|1363|3 |10.921|
|----|--|------|
|1364|3 |10.334|
|----|--|------|
|1365|2 |11.173|
|----|--|------|
|1366|4 |8.918 |
|----|--|------|
|1367|2 |10.591|
|----|--|------|
|1368|3 |10.229|
|----|--|------|
|1369|2 |11.494|
|----|--|------|
|1370|2 |11.170|
|----|--|------|
|1371|2 |9.614 |
|----|--|------|
|1372|3 |10.924|
|----|--|------|
|1373|4 |11.517|
|----|--|------|
|1374|2 |11.870|
|----|--|------|
|1375|3 |10.114|
|----|--|------|
|1376|4 |10.318|
|----|--|------|
|1377|2 |10.078|
|----|--|------|
|1378|2 |11.472|
|----|--|------|
|1379|2 |10.713|
|----|--|------|
|1380|2 |10.466|
|----|--|------|
|1381|4 |9.854 |
|----|--|------|
|1382|2 |11.680|
|----|--|------|
|1383|2 |10.847|
|----|--|------|
|1384|2 |10.251|
|----|--|------|
|1385|4 |12.718|
|----|--|------|
|1386|2 |10.734|
|----|--|------|
|1387|2 |8.350 |
|----|--|------|
|1388|2 |8.534 |
|----|--|------|
|1389|4 |10.058|
|----|--|------|
|1390|4 |9.496 |
|----|--|------|
|1391|3 |11.510|
|----|--|------|
|1392|2 |10.926|
|----|--|------|
|1393|4 |10.928|
|----|--|------|
|1394|4 |10.421|
|----|--|------|
|1395|2 |9.074 |
|----|--|------|
|1396|2 |8.936 |
|----|--|------|
|1397|2 |9.512 |
|----|--|------|
|1398|2 |8.858 |
|----|--|------|
|1399|4 |11.647|
|----|--|------|
|1400|2 |9.119 |
|----|--|------|
|1401|2 |9.699 |
|----|--|------|
|1402|3 |11.327|
|----|--|------|
|1403|4 |11.115|
|----|--|------|
|1404|2 |10.047|
|----|--|------|
|1405|3 |9.843 |
|----|--|------|
|1406|2 |9.494 |
|----|--|------|
|1407|2 |13.065|
|----|--|------|
|1408|3 |11.787|
|----|--|------|
|1409|2 |12.827|
|----|--|------|
|1410|2 |10.481|
|----|--|------|
|1411|3 |12.079|
|----|--|------|
|1412|3 |9.451 |
|----|--|------|
|1413|4 |9.588 |
|----|--|------|
|1414|4 |9.745 |
|----|--|------|
|1415|2 |9.855 |
|----|--|------|
|1416|3 |12.802|
|----|--|------|
|1417|3 |10.041|
|----|--|------|
|1418|3 |13.337|
|----|--|------|
|1419|3 |10.186|
|----|--|------|
|1420|3 |10.090|
|----|--|------|
|1421|4 |11.645|
|----|--|------|
|1422|3 |10.854|
|----|--|------|
|1423|4 |12.393|
|----|--|------|
|1424|2 |11.673|
|----|--|------|
|1425|2 |11.673|
|----|--|------|
|1426|4 |9.771 |
|----|--|------|
|1427|4 |9.905 |
|----|--|------|
|1428|4 |9.618 |
|----|--|------|
|1429|2 |10.647|
|----|--|------|
|1430|2 |10.540|
|----|--|------|
|1431|3 |9.570 |
|----|--|------|
|1432|4 |9.299 |
|----|--|------|
|1433|2 |10.325|
|----|--|------|
|1434|2 |9.581 |
|----|--|------|
|1435|4 |11.536|
|----|--|------|
|1436|3 |10.841|
|----|--|------|
|1437|2 |10.749|
|----|--|------|
|1438|2 |11.354|
|----|--|------|
|1439|2 |12.086|
|----|--|------|
|1440|3 |11.072|
|----|--|------|
|1441|2 |9.794 |
|----|--|------|
|1442|3 |9.412 |
|----|--|------|
|1443|3 |11.724|
|----|--|------|
|1444|2 |12.977|
|----|--|------|
|1445|2 |11.459|
|----|--|------|
|1446|3 |9.060 |
|----|--|------|
|1447|2 |10.214|
|----|--|------|
|1448|4 |13.270|
|----|--|------|
|1449|3 |11.226|
|----|--|------|
|1450|2 |10.184|
|----|--|------|
|1451|2 |8.854 |
|----|--|------|
|1452|2 |9.361 |
|----|--|------|
|1453|2 |11.988|
|----|--|------|
|1454|2 |11.939|
|----|--|------|
|1455|2 |10.429|
|----|--|------|
|1456|2 |11.569|
|----|--|------|
|1457|2 |11.518|
|----|--|------|
|1458|2 |11.361|
|----|--|------|
|1459|3 |11.587|
|----|--|------|
|1460|3 |12.872|
|----|--|------|
|1461|2 |10.357|
|----|--|------|
|1462|2 |9.680 |
|----|--|------|
|1463|2 |9.206 |
|----|--|------|
|1464|2 |10.010|
|----|--|------|
|1465|2 |9.343 |
|----|--|------|
|1466|4 |11.083|
|----|--|------|
|1467|2 |10.743|
|----|--|------|
|1468|2 |10.949|
|----|--|------|
|1469|4 |9.654 |
|----|--|------|
|1470|2 |10.757|
|----|--|------|
|1471|2 |11.205|
|----|--|------|
|1472|3 |10.756|
|----|--|------|
|1473|2 |10.027|
|----|--|------|
|1474|3 |10.101|
|----|--|------|
|1475|4 |11.020|
|----|--|------|
|1476|2 |9.998 |
|----|--|------|
|1477|2 |10.499|
|----|--|------|
|1478|4 |8.895 |
|----|--|------|
|1479|3 |9.442 |
|----|--|------|
|1480|4 |11.977|
|----|--|------|
|1481|4 |13.307|
|----|--|------|
|1482|4 |10.685|
|----|--|------|
|1483|3 |12.012|
|----|--|------|
|1484|2 |13.055|
|----|--|------|
|1485|3 |9.968 |
|----|--|------|
|1486|2 |11.003|
|----|--|------|
|1487|3 |12.343|
|----|--|------|
|1488|2 |9.213 |
|----|--|------|
|1489|2 |10.383|
|----|--|------|
|1490|2 |8.595 |
|----|--|------|
|1491|2 |9.389 |
|----|--|------|
|1492|4 |12.085|
|----|--|------|
|1493|2 |10.147|
|----|--|------|
|1494|3 |10.379|
|----|--|------|
|1495|3 |12.358|
|----|--|------|
|1496|3 |10.473|
|----|--|------|
|1497|3 |10.382|
|----|--|------|
|1498|4 |10.767|
|----|--|------|
|1499|2 |10.564|
|----|--|------|
|1500|3 |11.179|
|----|--|------|
|1501|2 |10.455|
|----|--|------|
|1502|4 |9.622 |
|----|--|------|
|1503|2 |9.631 |
|----|--|------|
|1504|2 |8.615 |
|----|--|------|
|1505|3 |10.021|
|----|--|------|
|1506|3 |10.653|
|----|--|------|
|1507|2 |10.178|
|----|--|------|
|1508|4 |9.654 |
|----|--|------|
|1509|2 |11.859|
|----|--|------|
|1510|2 |9.499 |
|----|--|------|
|1511|2 |11.185|
|----|--|------|
|1512|3 |9.265 |
|----|--|------|
|1513|3 |11.390|
|----|--|------|
|1514|4 |11.896|
|----|--|------|
|1515|2 |11.377|
|----|--|------|
|1516|2 |9.851 |
|----|--|------|
|1517|3 |10.834|
|----|--|------|
|1518|2 |8.509 |
|----|--|------|
|1519|2 |9.038 |
|----|--|------|
|1520|3 |9.713 |
|----|--|------|
|1521|2 |10.095|
|----|--|------|
|1522|2 |9.589 |
|----|--|------|
|1523|4 |11.431|
|----|--|------|
|1524|2 |10.864|
|----|--|------|
|1525|3 |10.103|
|----|--|------|
|1526|3 |11.091|
|----|--|------|
|1527|4 |8.841 |
|----|--|------|
|1528|2 |12.137|
|----|--|------|
|1529|3 |9.881 |
|----|--|------|
|1530|2 |8.427 |
|----|--|------|
|1531|3 |13.912|
|----|--|------|
|1532|2 |10.327|
|----|--|------|
|1533|2 |10.382|
|----|--|------|
|1534|2 |8.372 |
|----|--|------|
|1535|3 |10.883|
|----|--|------|
|1536|4 |9.239 |
|----|--|------|
|1537|3 |11.430|
|----|--|------|
|1538|4 |10.674|
|----|--|------|
|1539|3 |11.719|
|----|--|------|
|1540|2 |9.907 |
|----|--|------|
|1541|3 |10.627|
|----|--|------|
|1542|2 |9.523 |
|----|--|------|
|1543|2 |10.121|
|----|--|------|
|1544|4 |10.976|
|----|--|------|
|1545|3 |12.038|
|----|--|------|
|1546|3 |10.948|
|----|--|------|
|1547|2 |10.868|
|----|--|------|
|1548|2 |9.278 |
|----|--|------|
|1549|2 |11.945|
|----|--|------|
|1550|2 |10.465|
|----|--|------|
|1551|2 |11.217|
|----|--|------|
|1552|4 |10.452|
|----|--|------|
|1553|3 |11.033|
|----|--|------|
|1554|3 |11.033|
|----|--|------|
|1555|4 |11.278|
|----|--|------|
|1556|2 |8.843 |
|----|--|------|
|1557|3 |11.119|
|----|--|------|
|1558|4 |9.422 |
|----|--|------|
|1559|2 |9.055 |
|----|--|------|
|1560|4 |9.874 |
|----|--|------|
|1561|4 |10.306|
|----|--|------|
|1562|2 |8.768 |
|----|--|------|
|1563|3 |11.011|
|----|--|------|
|1564|4 |10.663|
|----|--|------|
|1565|4 |10.612|
|----|--|------|
|1566|3 |12.619|
|----|--|------|
|1567|2 |9.504 |
|----|--|------|
|1568|3 |12.160|
|----|--|------|
|1569|2 |11.211|
|----|--|------|
|1570|3 |9.836 |
|----|--|------|
|1571|2 |10.604|
|----|--|------|
|1572|4 |8.584 |
|----|--|------|
|1573|2 |10.943|
|----|--|------|
|1574|3 |10.724|
|----|--|------|
|1575|2 |10.054|
|----|--|------|
|1576|2 |11.355|
|----|--|------|
|1577|2 |11.566|
|----|--|------|
|1578|2 |10.215|
|----|--|------|
|1579|4 |11.386|
|----|--|------|
|1580|4 |9.929 |
|----|--|------|
|1581|2 |10.692|
|----|--|------|
|1582|2 |10.651|
|----|--|------|
|1583|3 |11.104|
|----|--|------|
|1584|2 |11.559|
|----|--|------|
|1585|4 |8.799 |
|----|--|------|
|1586|2 |11.319|
|----|--|------|
|1587|4 |11.631|
|----|--|------|
|1588|3 |9.770 |
|----|--|------|
|1589|2 |8.748 |
|----|--|------|
|1590|2 |10.326|
|----|--|------|
|1591|2 |9.858 |
|----|--|------|
|1592|4 |8.525 |
|----|--|------|
|1593|4 |8.555 |
|----|--|------|
|1594|2 |8.752 |
|----|--|------|
|1595|2 |9.999 |
|----|--|------|
|1596|2 |9.859 |
|----|--|------|
|1597|2 |9.315 |
|----|--|------|
|1598|1 |3.738 |
|--------------|

